state,crop,crop_year,yield_t_per_ha,season,split
Bihar,Bajra,2023,1.4,Kharif,val
Punjab,Banana,2021,40.09,Rabi,val
Karnataka,Jowar,2025,0.85,Kharif,val
Andhra Pradesh,Maize,2024,2.6,Kharif,val
Madhya Pradesh,Banana,2022,34.98,Rabi,val
West Bengal,Wheat,2019,4.04,Rabi,val
Karnataka,Sugarcane,2023,72.78,Rabi,val
Karnataka,Groundnut,2015,1.58,Kharif,val
Punjab,Mustard,2024,1.05,Rabi,val
Rajasthan,Rice,2019,2.68,Kharif,val
West Bengal,Soybean,2025,1.05,Kharif,val
Maharashtra,Wheat,2018,3.21,Rabi,val
Tamil Nadu,Mustard,2017,1.09,Rabi,val
Andhra Pradesh,Groundnut,2022,1.31,Kharif,val
Bihar,Banana,2023,33.85,Rabi,val
Punjab,Soybean,2019,1.09,Kharif,val
Gujarat,Jowar,2019,1.14,Kharif,val
Gujarat,Jowar,2017,0.94,Kharif,val
Maharashtra,Groundnut,2018,1.28,Kharif,val
Rajasthan,Rice,2021,2.31,Kharif,val
Tamil Nadu,Mustard,2025,1.18,Rabi,val
Punjab,Sugarcane,2024,77.2,Rabi,val
Punjab,Mustard,2023,1.12,Rabi,val
Uttar Pradesh,Tomato,2022,21.63,Rabi,val
Rajasthan,Soybean,2023,1.3,Kharif,val
Haryana,Cotton,2024,0.56,Kharif,val
Rajasthan,Potato,2021,19.13,Rabi,val
Tamil Nadu,Gram,2015,1.02,Rabi,val
West Bengal,Onion,2021,13.74,Rabi,val
Punjab,Rice,2023,2.2,Kharif,val
Tamil Nadu,Maize,2017,2.64,Kharif,val
West Bengal,Jowar,2022,1.13,Kharif,val
Tamil Nadu,Tomato,2019,26.39,Rabi,val
Uttar Pradesh,Jowar,2016,1.09,Kharif,val
Haryana,Groundnut,2015,1.13,Kharif,val
Gujarat,Rice,2022,3.01,Kharif,val
Karnataka,Tomato,2020,24.1,Rabi,val
West Bengal,Tomato,2015,21.81,Rabi,val
Karnataka,Potato,2015,18.5,Rabi,val
Bihar,Bajra,2015,1.29,Kharif,val
Rajasthan,Potato,2015,23.66,Rabi,val
Maharashtra,Jowar,2022,0.94,Kharif,val
Uttar Pradesh,Wheat,2019,2.88,Rabi,val
West Bengal,Cotton,2018,0.54,Kharif,val
Haryana,Groundnut,2024,1.3,Kharif,val
Bihar,Mustard,2021,1.13,Rabi,val
Gujarat,Rice,2016,2.85,Kharif,val
Gujarat,Bajra,2023,1.2,Kharif,val
Punjab,Mustard,2022,1.47,Rabi,val
Uttar Pradesh,Gram,2025,1.16,Rabi,val
Maharashtra,Mustard,2017,1.06,Rabi,val
Rajasthan,Mustard,2019,1.24,Rabi,val
Rajasthan,Sugarcane,2020,79.3,Rabi,val
Maharashtra,Potato,2015,26.12,Rabi,val
West Bengal,Banana,2025,39.79,Rabi,val
Karnataka,Soybean,2019,1.11,Kharif,val
Uttar Pradesh,Banana,2019,38.36,Rabi,val
West Bengal,Mustard,2016,1.17,Rabi,val
Andhra Pradesh,Wheat,2020,4.0,Rabi,val
Punjab,Mustard,2018,1.08,Rabi,val
West Bengal,Cotton,2020,0.47,Kharif,val
Rajasthan,Groundnut,2020,1.12,Kharif,val
Uttar Pradesh,Tomato,2021,22.56,Rabi,val
Karnataka,Jowar,2023,1.01,Kharif,val
Rajasthan,Sugarcane,2015,56.45,Rabi,val
Maharashtra,Banana,2025,38.71,Rabi,val
Gujarat,Sugarcane,2023,60.5,Rabi,val
Uttar Pradesh,Gram,2016,1.19,Rabi,val
Gujarat,Maize,2022,3.14,Kharif,val
Haryana,Wheat,2025,4.11,Rabi,val
Tamil Nadu,Banana,2018,35.33,Rabi,val
Andhra Pradesh,Tomato,2018,29.64,Rabi,val
Maharashtra,Bajra,2018,1.27,Kharif,val
Punjab,Mustard,2015,1.56,Rabi,val
Madhya Pradesh,Groundnut,2018,1.24,Kharif,val
Bihar,Sugarcane,2020,74.33,Rabi,val
Karnataka,Banana,2017,38.92,Rabi,val
Haryana,Maize,2025,3.17,Kharif,val
Bihar,Mustard,2020,1.42,Rabi,val
Karnataka,Potato,2018,20.1,Rabi,val
Haryana,Bajra,2019,1.4,Kharif,val
Haryana,Jowar,2022,0.98,Kharif,val
Rajasthan,Bajra,2023,1.46,Kharif,val
Uttar Pradesh,Tomato,2019,20.71,Rabi,val
Punjab,Jowar,2016,0.84,Kharif,val
Andhra Pradesh,Sugarcane,2023,78.74,Rabi,val
Haryana,Cotton,2019,0.58,Kharif,val
Gujarat,Gram,2025,1.03,Rabi,val
Karnataka,Rice,2025,2.56,Kharif,val
Haryana,Onion,2019,17.57,Rabi,val
Gujarat,Bajra,2024,1.29,Kharif,val
West Bengal,Onion,2024,19.49,Rabi,val
Rajasthan,Tomato,2016,26.12,Rabi,val
Rajasthan,Sugarcane,2018,59.92,Rabi,val
Tamil Nadu,Banana,2024,28.21,Rabi,val
West Bengal,Wheat,2015,3.96,Rabi,val
Gujarat,Soybean,2022,1.25,Kharif,val
Uttar Pradesh,Sugarcane,2025,78.93,Rabi,val
West Bengal,Groundnut,2018,1.36,Kharif,val
Karnataka,Maize,2022,3.64,Kharif,val
Bihar,Soybean,2020,1.08,Kharif,val
Haryana,Sugarcane,2025,78.58,Rabi,val
Maharashtra,Mustard,2018,1.41,Rabi,val
Punjab,Rice,2016,2.32,Kharif,val
Punjab,Bajra,2017,1.31,Kharif,val
Madhya Pradesh,Cotton,2020,0.45,Kharif,val
Rajasthan,Onion,2018,19.48,Rabi,val
Karnataka,Jowar,2020,0.87,Kharif,val
Bihar,Banana,2024,33.4,Rabi,val
Bihar,Mustard,2023,1.29,Rabi,val
West Bengal,Onion,2019,15.95,Rabi,val
Gujarat,Groundnut,2017,1.19,Kharif,val
Gujarat,Groundnut,2016,1.24,Kharif,val
Bihar,Sugarcane,2019,83.3,Rabi,val
Andhra Pradesh,Gram,2019,1.07,Rabi,val
West Bengal,Gram,2024,1.21,Rabi,val
Uttar Pradesh,Bajra,2016,1.5,Kharif,val
Bihar,Cotton,2017,0.51,Kharif,val
Tamil Nadu,Mustard,2018,1.16,Rabi,val
West Bengal,Potato,2025,20.17,Rabi,val
Andhra Pradesh,Soybean,2017,1.19,Kharif,val
Rajasthan,Maize,2024,2.89,Kharif,val
Bihar,Mustard,2018,1.08,Rabi,val
West Bengal,Sugarcane,2016,62.55,Rabi,val
Gujarat,Onion,2015,16.45,Rabi,val
Madhya Pradesh,Rice,2018,3.0,Kharif,val
Rajasthan,Rice,2018,3.05,Kharif,val
Andhra Pradesh,Soybean,2018,1.1,Kharif,val
West Bengal,Soybean,2022,1.28,Kharif,val
West Bengal,Sugarcane,2021,63.13,Rabi,val
Haryana,Mustard,2024,1.21,Rabi,val
Maharashtra,Mustard,2025,1.47,Rabi,val
Gujarat,Bajra,2019,1.04,Kharif,val
Gujarat,Banana,2020,40.36,Rabi,val
Madhya Pradesh,Sugarcane,2020,64.73,Rabi,val
Gujarat,Potato,2022,26.03,Rabi,val
Andhra Pradesh,Jowar,2021,1.1,Kharif,val
Karnataka,Mustard,2019,1.26,Rabi,val
Maharashtra,Gram,2015,0.94,Rabi,val
Maharashtra,Gram,2020,1.0,Rabi,val
Andhra Pradesh,Mustard,2023,1.31,Rabi,val
Gujarat,Onion,2018,15.99,Rabi,val
Gujarat,Groundnut,2015,1.34,Kharif,val
Andhra Pradesh,Groundnut,2020,1.22,Kharif,val
Rajasthan,Bajra,2022,1.17,Kharif,val
Andhra Pradesh,Soybean,2015,1.0,Kharif,val
Bihar,Wheat,2015,3.73,Rabi,val
Gujarat,Sugarcane,2022,71.21,Rabi,val
Bihar,Sugarcane,2015,67.3,Rabi,val
West Bengal,Wheat,2017,3.23,Rabi,val
Gujarat,Cotton,2016,0.56,Kharif,val
Rajasthan,Groundnut,2017,1.21,Kharif,val
Rajasthan,Tomato,2015,22.06,Rabi,val
Bihar,Banana,2019,39.16,Rabi,val
Rajasthan,Wheat,2020,3.18,Rabi,val
Madhya Pradesh,Gram,2018,1.1,Rabi,val
Maharashtra,Mustard,2022,1.04,Rabi,val
Tamil Nadu,Maize,2015,3.57,Kharif,val
Rajasthan,Rice,2022,2.4,Kharif,val
Maharashtra,Potato,2021,21.82,Rabi,val
Madhya Pradesh,Wheat,2025,3.44,Rabi,val
Maharashtra,Onion,2020,19.81,Rabi,val
Tamil Nadu,Bajra,2024,1.16,Kharif,val
Andhra Pradesh,Bajra,2016,1.25,Kharif,val
West Bengal,Tomato,2021,21.49,Rabi,val
Andhra Pradesh,Maize,2021,3.75,Kharif,val
Maharashtra,Maize,2022,2.83,Kharif,val
Tamil Nadu,Tomato,2018,22.54,Rabi,val
Maharashtra,Sugarcane,2016,56.1,Rabi,val
Andhra Pradesh,Cotton,2021,0.47,Kharif,test
West Bengal,Maize,2021,2.61,Kharif,test
Madhya Pradesh,Groundnut,2015,1.66,Kharif,test
Rajasthan,Wheat,2023,3.03,Rabi,test
Gujarat,Bajra,2015,1.24,Kharif,test
Uttar Pradesh,Banana,2015,29.04,Rabi,test
West Bengal,Soybean,2023,0.91,Kharif,test
Punjab,Groundnut,2022,1.35,Kharif,test
Tamil Nadu,Maize,2023,3.6,Kharif,test
Maharashtra,Tomato,2017,20.48,Rabi,test
Andhra Pradesh,Soybean,2025,1.16,Kharif,test
Madhya Pradesh,Onion,2020,16.14,Rabi,test
Karnataka,Cotton,2020,0.47,Kharif,test
Bihar,Bajra,2018,1.38,Kharif,test
West Bengal,Potato,2024,20.14,Rabi,test
Gujarat,Banana,2025,34.9,Rabi,test
Karnataka,Tomato,2015,25.5,Rabi,test
Bihar,Groundnut,2019,1.36,Kharif,test
Tamil Nadu,Sugarcane,2019,73.82,Rabi,test
Haryana,Cotton,2023,0.44,Kharif,test
Uttar Pradesh,Potato,2022,21.55,Rabi,test
Madhya Pradesh,Gram,2017,1.07,Rabi,test
Karnataka,Sugarcane,2016,72.69,Rabi,test
Uttar Pradesh,Tomato,2016,23.48,Rabi,test
Madhya Pradesh,Soybean,2022,1.22,Kharif,test
Rajasthan,Rice,2024,2.93,Kharif,test
Andhra Pradesh,Onion,2024,14.97,Rabi,test
Tamil Nadu,Cotton,2020,0.41,Kharif,test
West Bengal,Gram,2025,0.93,Rabi,test
Maharashtra,Mustard,2019,1.51,Rabi,test
Rajasthan,Potato,2018,25.49,Rabi,test
Maharashtra,Bajra,2022,1.22,Kharif,test
West Bengal,Bajra,2017,1.17,Kharif,test
Karnataka,Gram,2018,0.9,Rabi,test
Bihar,Onion,2023,18.06,Rabi,test
Madhya Pradesh,Potato,2025,27.36,Rabi,test
Madhya Pradesh,Maize,2016,3.39,Kharif,test
Punjab,Groundnut,2025,1.66,Kharif,test
Madhya Pradesh,Mustard,2016,1.21,Rabi,test
West Bengal,Soybean,2017,0.9,Kharif,test
Bihar,Bajra,2017,1.09,Kharif,test
Uttar Pradesh,Tomato,2025,28.71,Rabi,test
Maharashtra,Rice,2022,2.77,Kharif,test
Tamil Nadu,Onion,2019,19.69,Rabi,test
Tamil Nadu,Tomato,2015,27.44,Rabi,test
Karnataka,Soybean,2020,1.29,Kharif,test
Madhya Pradesh,Bajra,2024,1.41,Kharif,test
Haryana,Cotton,2017,0.42,Kharif,test
Punjab,Gram,2017,0.89,Rabi,test
Tamil Nadu,Potato,2021,23.71,Rabi,test
Punjab,Cotton,2022,0.49,Kharif,test
Tamil Nadu,Maize,2020,2.76,Kharif,test
Haryana,Potato,2025,23.24,Rabi,test
Bihar,Maize,2021,2.6,Kharif,test
West Bengal,Mustard,2018,1.29,Rabi,test
Uttar Pradesh,Sugarcane,2019,76.53,Rabi,test
Haryana,Jowar,2017,1.02,Kharif,test
Uttar Pradesh,Groundnut,2015,1.26,Kharif,test
West Bengal,Sugarcane,2019,69.03,Rabi,test
Uttar Pradesh,Potato,2021,27.44,Rabi,test
Maharashtra,Groundnut,2024,1.29,Kharif,test
Bihar,Cotton,2019,0.44,Kharif,test
Andhra Pradesh,Rice,2022,2.42,Kharif,test
Tamil Nadu,Groundnut,2023,1.2,Kharif,test
Bihar,Rice,2025,2.77,Kharif,test
Maharashtra,Mustard,2024,1.52,Rabi,test
Tamil Nadu,Banana,2023,40.32,Rabi,test
Gujarat,Sugarcane,2018,66.88,Rabi,test
Maharashtra,Maize,2018,3.61,Kharif,test
Punjab,Potato,2024,23.74,Rabi,test
Rajasthan,Wheat,2025,3.25,Rabi,test
Punjab,Wheat,2018,2.97,Rabi,test
Andhra Pradesh,Maize,2018,2.75,Kharif,test
Tamil Nadu,Tomato,2023,23.13,Rabi,test
Uttar Pradesh,Banana,2023,34.71,Rabi,test
Uttar Pradesh,Sugarcane,2020,71.43,Rabi,test
Haryana,Maize,2015,3.82,Kharif,test
Madhya Pradesh,Soybean,2019,0.89,Kharif,test
Haryana,Sugarcane,2022,59.56,Rabi,test
Madhya Pradesh,Jowar,2025,1.18,Kharif,test
Tamil Nadu,Onion,2024,13.62,Rabi,test
Karnataka,Sugarcane,2024,74.25,Rabi,test
Uttar Pradesh,Rice,2022,3.14,Kharif,test
West Bengal,Jowar,2016,0.89,Kharif,test
Madhya Pradesh,Potato,2019,22.24,Rabi,test
West Bengal,Groundnut,2025,1.23,Kharif,test
Haryana,Jowar,2024,0.9,Kharif,test
West Bengal,Tomato,2024,23.74,Rabi,test
Tamil Nadu,Maize,2019,3.53,Kharif,test
Andhra Pradesh,Bajra,2025,1.3,Kharif,test
West Bengal,Soybean,2016,0.92,Kharif,test
Bihar,Rice,2015,2.22,Kharif,test
Uttar Pradesh,Jowar,2019,1.01,Kharif,test
Rajasthan,Banana,2022,39.41,Rabi,test
Madhya Pradesh,Banana,2016,41.72,Rabi,test
Haryana,Soybean,2020,1.0,Kharif,test
Tamil Nadu,Rice,2020,3.0,Kharif,test
Haryana,Cotton,2018,0.53,Kharif,test
Punjab,Banana,2022,37.75,Rabi,test
Bihar,Groundnut,2021,1.36,Kharif,test
Madhya Pradesh,Tomato,2018,23.93,Rabi,test
Uttar Pradesh,Tomato,2020,27.41,Rabi,test
Madhya Pradesh,Cotton,2024,0.54,Kharif,test
Bihar,Wheat,2019,4.14,Rabi,test
Rajasthan,Maize,2023,2.93,Kharif,test
West Bengal,Mustard,2017,1.1,Rabi,test
Tamil Nadu,Gram,2022,1.25,Rabi,test
Maharashtra,Tomato,2019,28.35,Rabi,test
Gujarat,Groundnut,2020,1.48,Kharif,test
Tamil Nadu,Maize,2024,2.74,Kharif,test
Tamil Nadu,Cotton,2017,0.45,Kharif,test
Gujarat,Groundnut,2018,1.55,Kharif,test
Bihar,Soybean,2016,0.93,Kharif,test
Tamil Nadu,Bajra,2019,1.17,Kharif,test
Haryana,Cotton,2022,0.5,Kharif,test
Punjab,Cotton,2016,0.41,Kharif,test
Madhya Pradesh,Bajra,2020,1.18,Kharif,test
Maharashtra,Wheat,2017,3.75,Rabi,test
Gujarat,Jowar,2025,1.13,Kharif,test
Gujarat,Banana,2019,34.14,Rabi,test
Rajasthan,Gram,2018,1.0,Rabi,test
Gujarat,Tomato,2019,21.22,Rabi,test
Punjab,Groundnut,2018,1.61,Kharif,test
Gujarat,Cotton,2025,0.59,Kharif,test
Karnataka,Tomato,2021,22.83,Rabi,test
Maharashtra,Tomato,2018,21.02,Rabi,test
Gujarat,Sugarcane,2020,83.29,Rabi,test
Madhya Pradesh,Bajra,2021,1.54,Kharif,test
Haryana,Tomato,2025,24.19,Rabi,test
Punjab,Wheat,2017,3.96,Rabi,test
Haryana,Mustard,2022,1.22,Rabi,test
Maharashtra,Soybean,2021,0.95,Kharif,test
Uttar Pradesh,Potato,2017,26.08,Rabi,test
Andhra Pradesh,Gram,2025,0.98,Rabi,test
Haryana,Rice,2016,2.74,Kharif,test
Karnataka,Wheat,2019,3.01,Rabi,test
Punjab,Wheat,2024,4.17,Rabi,test
Maharashtra,Mustard,2023,1.24,Rabi,test
Rajasthan,Maize,2020,3.42,Kharif,test
Bihar,Maize,2016,2.98,Kharif,test
Tamil Nadu,Banana,2025,31.65,Rabi,test
Bihar,Cotton,2025,0.57,Kharif,test
Karnataka,Rice,2021,2.29,Kharif,test
Andhra Pradesh,Bajra,2017,1.25,Kharif,test
Bihar,Soybean,2021,0.89,Kharif,test
Rajasthan,Onion,2022,16.84,Rabi,test
Maharashtra,Tomato,2016,22.75,Rabi,test
Rajasthan,Bajra,2021,1.09,Kharif,test
Madhya Pradesh,Maize,2019,2.86,Kharif,test
Karnataka,Gram,2015,0.99,Rabi,test
Haryana,Maize,2017,3.03,Kharif,test
West Bengal,Banana,2017,31.09,Rabi,test
Karnataka,Mustard,2022,1.27,Rabi,test
Madhya Pradesh,Cotton,2021,0.41,Kharif,test
Bihar,Wheat,2018,3.39,Rabi,test
West Bengal,Potato,2015,25.82,Rabi,test
Maharashtra,Wheat,2019,3.52,Rabi,test
Tamil Nadu,Groundnut,2019,1.45,Kharif,test
Uttar Pradesh,Mustard,2016,1.29,Rabi,test
Bihar,Soybean,2015,0.9,Kharif,test
Karnataka,Maize,2024,2.61,Kharif,test
Madhya Pradesh,Onion,2025,15.99,Rabi,test
Haryana,Onion,2025,17.16,Rabi,test
Punjab,Wheat,2025,2.87,Rabi,test
Gujarat,Wheat,2021,3.4,Rabi,test
Uttar Pradesh,Jowar,2023,1.13,Kharif,test
Andhra Pradesh,Maize,2022,3.0,Kharif,test
Haryana,Bajra,2016,1.36,Kharif,test
Karnataka,Jowar,2024,0.95,Kharif,test
Andhra Pradesh,Potato,2020,20.29,Rabi,test
Uttar Pradesh,Potato,2015,22.38,Rabi,test
Madhya Pradesh,Mustard,2017,1.23,Rabi,test
Gujarat,Bajra,2022,1.17,Kharif,test
Bihar,Maize,2023,3.36,Kharif,test
Uttar Pradesh,Wheat,2017,3.78,Rabi,test
Madhya Pradesh,Soybean,2025,0.91,Kharif,test
Gujarat,Wheat,2016,3.0,Rabi,test
West Bengal,Cotton,2017,0.56,Kharif,test
Punjab,Jowar,2024,0.8,Kharif,test
West Bengal,Cotton,2019,0.58,Kharif,test
Karnataka,Sugarcane,2017,73.36,Rabi,test
Tamil Nadu,Gram,2016,1.01,Rabi,test
Gujarat,Tomato,2025,20.13,Rabi,test
Punjab,Onion,2025,19.53,Rabi,test
Gujarat,Banana,2023,31.28,Rabi,test
Uttar Pradesh,Rice,2015,2.27,Kharif,test
Andhra Pradesh,Onion,2021,19.17,Rabi,test
Uttar Pradesh,Gram,2019,0.94,Rabi,test
Punjab,Jowar,2015,0.96,Kharif,test
Bihar,Mustard,2025,1.23,Rabi,test
Tamil Nadu,Sugarcane,2025,58.93,Rabi,test
West Bengal,Tomato,2023,29.97,Rabi,test
Tamil Nadu,Soybean,2021,1.0,Kharif,test
Tamil Nadu,Gram,2023,1.21,Rabi,test
Andhra Pradesh,Gram,2022,0.94,Rabi,test
Karnataka,Cotton,2017,0.59,Kharif,test
Gujarat,Gram,2022,0.94,Rabi,test
Tamil Nadu,Gram,2019,1.22,Rabi,test
